PositionX,PositionY,PositionZ,Time
0,0,0,1646627386.2544532
0.0,0.0,0.0,1646627386.2634554
0.0,0.0,0.0,1646627386.2674568
0.0,0.0,0.0,1646627386.2714572
0.0,0.0,0.0,1646627386.2754588
0.0,0.0,0.0,1646627386.2814634
0.0,0.0,0.0,1646627386.2864642
0.0,0.0,0.0,1646627386.2914658
0.0,0.0,0.0,1646627386.2954662
0.0,0.0,0.0,1646627386.2994676
0.0,0.0,0.0,1646627386.30347
0.0,0.0,0.0,1646627386.3074694
0.0,0.0,0.0,1646627386.3114705
0.0,0.0,0.0,1646627386.3184726
0.0,0.0,0.0,1646627386.3234732
0.0,0.0,0.0,1646627386.3284745
0.0,0.0,0.0,1646627386.332475
0.0,0.0,0.0,1646627386.33664
0.0,0.0,0.0,1646627386.339641
0.0,0.0,0.0,1646627386.3436418
0.0,0.0,0.0,1646627386.3516443
0.0,0.0,0.0,1646627386.3566456
0.0,0.0,0.0,1646627386.3606465
0.0,0.0,0.0,1646627386.3646474
0.0,0.0,0.0,1646627386.3685837
0.0,0.0,0.0,1646627386.3725855
0.0,0.0,0.0,1646627386.376586
0.0,0.0,0.0,1646627386.3805883
0.0,0.0,0.0,1646627386.3845882
0.0,0.0,0.0,1646627386.3885894
0.0,0.0,0.0,1646627386.3925903
0.0,0.0,0.0,1646627386.396587
0.0,0.0,0.0,1646627386.4005888
0.0,0.0,0.0,1646627386.404589
0.0,0.0,0.0,1646627386.4085913
0.0,0.0,0.0,1646627386.4125917
0.0,0.0,0.0,1646627386.4165924
0.0,0.0,0.0,1646627386.4205935
0.0,0.0,0.0,1646627386.4245942
0.0,0.0,0.0,1646627386.4285953
0.0,0.0,0.0,1646627386.4325962
0.0,0.0,0.0,1646627386.4365966
0.0,0.0,0.0,1646627386.4401402
0.0,0.0,0.0,1646627386.4445925
0.0,0.0,0.0,1646627386.4485936
0.0,0.0,0.0,1646627386.4525955
0.0,0.0,0.0,1646627386.4565976
0.0,0.0,0.0,1646627386.4601138
0.0,0.0,0.0,1646627386.4641154
0.0,0.0,0.0,1646627386.4681165
0.0,0.0,0.0,1646627386.472118
0.0,0.0,0.0,1646627386.476119
0.0,0.0,0.0,1646627386.480119
0.0,0.0,0.0,1646627386.4841208
0.0,0.0,0.0,1646627386.4886572
0.0,0.0,0.0,1646627386.492659
0.0,0.0,0.0,1646627386.4966595
0.0,0.0,0.0,1646627386.500661
0.0,0.0,0.0,1646627386.5046618
0.0,0.0,0.0,1646627386.5086591
0.0,0.0,0.0,1646627386.5126605
0.0,0.0,0.0,1646627386.5166616
0.0,0.0,0.0,1646627386.5206633
0.0,0.0,0.0,1646627386.5246644
0.0,0.0,0.0,1646627386.5286617
0.0,0.0,0.0,1646627386.532664
0.0,0.0,0.0,1646627386.5366657
0.0,0.0,0.0,1646627386.539666
0.0,0.0,0.0,1646627386.5446668
0.0,0.0,0.0,1646627386.5486674
0.0,0.0,0.0,1646627386.553669
0.0,0.0,0.0,1646627386.5586698
0.0,0.0,0.0,1646627386.5646715
0.0,0.0,0.0,1646627386.569672
0.0,0.0,0.0,1646627386.5746737
0.0,0.0,0.0,1646627386.5786743
0.0,0.0,0.0,1646627386.582675
0.0,0.0,0.0,1646627386.5866761
0.0,0.0,0.0,1646627386.5906773
0.0,0.0,0.0,1646627386.5976794
0.0,0.0,0.0,1646627386.60368
0.0,0.0,0.0,1646627386.6086814
0.0,0.0,0.0,1646627386.6156828
0.0,0.0,0.0,1646627386.6206837
0.0,0.0,0.0,1646627386.6256866
0.0,0.0,0.0,1646627386.6326869
0.0,0.0,0.0,1646627386.6386132
0.0,0.0,0.0,1646627386.6426153
0.0,0.0,0.0,1646627386.6466193
0.0,0.0,0.0,1646627386.6506217
0.0,0.0,0.0,1646627386.6546228
0.0,0.0,0.0,1646627386.6586235
0.0,0.0,0.0,1646627386.662625
0.0,0.0,0.0,1646627386.6666253
0.0,0.0,0.0,1646627386.6706262
0.0,0.0,0.0,1646627386.674627
0.0,0.0,0.0,1646627386.6786783
0.0,0.0,0.0,1646627386.6826327
0.0,0.0,0.0,1646627386.6866336
0.0,0.0,0.0,1646627386.6906343
0.0,0.0,0.0,1646627386.694635
0.0,0.0,0.0,1646627386.6986804
0.0,0.0,0.0,1646627386.7026823
0.0,0.0,0.0,1646627386.7066827
0.0,0.0,0.0,1646627386.7116838
0.0,0.0,0.0,1646627386.7166853
0.0,0.0,0.0,1646627386.7216866
0.0,0.0,0.0,1646627386.725687
0.0,0.0,0.0,1646627386.730689
0.0,0.0,0.0,1646627386.7366898
0.0,0.0,0.0,1646627386.741691
0.0,0.0,0.0,1646627386.7466924
0.0,0.0,0.0,1646627386.750693
0.0,0.0,0.0,1646627386.7576947
0.0,0.0,0.0,1646627386.7636962
0.0,0.0,0.0,1646627386.7686973
0.0,0.0,0.0,1646627386.774699
0.0,0.0,0.0,1646627386.7807004
0.0,0.0,0.0,1646627386.7857008
0.0,0.0,0.0,1646627386.7901354
0.0,0.0,0.0,1646627386.7956312
0.0,0.0,0.0,1646627386.8006337
0.0,0.0,0.0,1646627386.8056324
0.0,0.0,0.0,1646627386.809635
0.0,0.0,0.0,1646627386.8146355
0.0,0.0,0.0,1646627386.8196373
0.0,0.0,0.0,1646627386.825637
0.0,0.0,0.0,1646627386.8316398
0.0,0.0,0.0,1646627386.8396416
0.0,0.0,0.0,1646627386.8476431
0.0,0.0,0.0,1646627386.8536446
0.0,0.0,0.0,1646627386.8586378
0.0,0.0,0.0,1646627386.8636413
0.0,0.0,0.0,1646627386.8706415
0.0,0.0,0.0,1646627386.875644
0.0,0.0,0.0,1646627386.880571
0.0,0.0,0.0,1646627386.8851519
0.0,0.0,0.0,1646627386.8901339
0.0,0.0,0.0,1646627386.8951373
0.0,0.0,0.0,1646627386.901138
0.0,0.0,0.0,1646627386.9071398
0.0,0.0,0.0,1646627386.913141
0.0,0.0,0.0,1646627386.9191432
0.0,0.0,0.0,1646627386.9241464
0.0,0.0,0.008054854349609073,1646627386.9291472
0.0,0.0,0.02499473384332347,1646627386.9341483
0.0,0.0,0.04362524673938167,1646627386.9391496
0.0,0.0,0.06400971423400058,1646627386.9441507
0.0,0.0,0.086237295590676,1646627386.9491518
0.0,0.0,0.11042726476682058,1646627386.954153
0.0,0.0,0.14787796788600827,1646627386.9611547
0.0,0.0,0.18989299831212386,1646627386.9681606
0.0,0.0,0.2228536274328268,1646627386.9731624
0.0,0.0,0.2583373856514826,1646627386.9781628
0.0,0.0,0.2962612320994008,1646627386.9831638
0.0,0.0,0.33641754080426106,1646627386.9881651
0.0,0.0,0.3872107269435214,1646627386.9941664
0.0,0.0,0.43139189294054126,1646627386.9991639
0.0,0.0,0.48621846769901683,1646627387.0051644
0.0,0.0,0.5425507483153497,1646627387.0111673
0.0,0.0,0.6094629731880172,1646627387.0181677
0.0,0.0,0.686494384694942,1646627387.0261703
0.0,0.0,0.753469649419632,1646627387.033172
0.0,0.0,0.8562573889914343,1646627387.0441742
0.0,0.0,0.9284468513577568,1646627387.0521762
0.0,0.0,0.9808564212338107,1646627387.058177
0.0,0.0,1.0315135097219428,1646627387.0641785
0.0,0.0,1.1182325903126795,1646627387.0751815
0.0,0.0,1.1751106198307268,1646627387.083183
0.0,0.0,1.2197554614965473,1646627387.090185
0.0,0.0,1.2541254501850312,1646627387.0961854
0.0,0.0,1.2851526112668885,1646627387.1021872
0.0,0.0,1.3131580873116917,1646627387.1081884
0.0,0.0,1.3425218346443657,1646627387.1151917
0.0,0.0,1.3807623774655409,1646627387.1256676
0.0,0.0,1.4001033929454023,1646627387.1317286
-0.009046536287971182,0.0,1.4092167464099075,1646627387.1377308
-0.027533805246885455,0.0,1.4092167464099075,1646627387.143733
-0.059738098998147054,0.0,1.4092167464099075,1646627387.1537347
-0.08291753307083535,0.0,1.4092167464099075,1646627387.1607366
-0.10964305744732177,0.0,1.4092167464099075,1646627387.1687384
-0.133296183802675,0.0,1.4092167464099075,1646627387.1757393
-0.15729747500423763,0.0,1.4092167464099075,1646627387.1827412
-0.17810717922072944,0.0,1.4092167464099075,1646627387.1887422
-0.21317693454958841,0.0,1.4092167464099075,1646627387.198745
-0.2414603124047465,0.0,1.4092167464099075,1646627387.206746
-0.26271824713799546,0.0,1.4092167464099075,1646627387.212748
-0.28392472154623966,0.0,1.4092167464099075,1646627387.2187498
-0.32561501271530335,0.0,1.4092167464099075,1646627387.2307553
-0.3627245653117559,0.0,1.4092167464099075,1646627387.241758
-0.39585005428094855,0.0,1.4092167464099075,1646627387.2517605
-0.4222418134830228,0.0,1.4092167464099075,1646627387.2597623
-0.44533401301606945,0.0,1.4092167464099075,1646627387.2667637
-0.47502454552881357,0.0,1.4092167464099075,1646627387.2757657
-0.4947889936079362,0.0,1.4092167464099075,1646627387.2817671
-0.5177268748679092,0.0,1.4092167464099075,1646627387.2887688
-0.5404842652828223,0.0,1.4092167464099075,1646627387.2957702
-0.5630480615848082,0.0,1.4092167464099075,1646627387.302772
-0.5854578613287088,0.0,1.4092167464099075,1646627387.3097737
-0.607815509237219,0.0,1.4092167464099075,1646627387.3167753
-0.6301723958269733,0.0,1.4092167464099075,1646627387.3237767
-0.6558006835709085,0.0,1.4092167464099075,1646627387.3317785
-0.681703171167346,0.0,1.4092167464099075,1646627387.33978
-0.7014274440979226,0.0,1.4092167464099075,1646627387.3457818
-0.7349715554254219,0.0,1.4092167464099075,1646627387.3557835
-0.7589521176411199,0.0,1.4092167464099075,1646627387.3627853
-0.7868327067146657,0.0,1.4092167464099075,1646627387.3707867
-0.8116634148711206,0.0,1.4092167464099075,1646627387.3777888
-0.8369073039778514,0.0,1.4092167464099075,1646627387.3847897
-0.8588323444209465,0.0,1.4092167464099075,1646627387.3907914
-0.8957524813539236,0.0,1.4092167464099075,1646627387.4007938
-0.9255095284638021,0.0,1.4092167464099075,1646627387.4087956
-0.9478730306377257,0.0,1.4092167464099075,1646627387.414797
-0.9702365328116492,0.0,1.4092167464099075,1646627387.4207985
-0.9964318236744387,0.0,1.4092167464099075,1646627387.4278283
-1.0262465690047542,0.0,1.4092167464099075,1646627387.4358294
-1.0486118480340865,0.0,1.4092167464099075,1646627387.4418314
-1.070972684924897,0.0,1.4092167464099075,1646627387.447832
-1.093334410243412,0.0,1.4092167464099075,1646627387.453833
-1.1157310436124974,0.0,1.4092167464099075,1646627387.4598346
-1.1417344871974384,0.0,1.4092167464099075,1646627387.4667654
-1.1682242506889762,0.0,1.4092167464099075,1646627387.4737687
-1.2025996055418275,0.0,1.4092167464099075,1646627387.4827697
-1.2296015575746289,0.0,1.4092167464099075,1646627387.4897733
-1.252898640397961,0.0,1.4092167464099075,1646627387.4957685
-1.2764010221474822,0.0,1.4092167464099075,1646627387.501771
-1.3000762961926802,0.0,1.4092167464099075,1646627387.5077724
-1.323878781592303,0.0,1.4092167464099075,1646627387.513774
-1.3477205699898906,0.0,1.4092167464099075,1646627387.519775
-1.4232271444252067,0.0,1.4092167464099075,1646627387.53878
-1.459072411085575,0.0,1.4092167464099075,1646627387.547782
-1.4990895445607115,0.0,1.4092167464099075,1646627387.557784
-1.5311823701797185,0.0,1.4092167464099075,1646627387.5657856
-1.567289548230077,0.0,1.4092167464099075,1646627387.574788
-1.599387155116868,0.0,1.4092167464099075,1646627387.5827909
-1.6275040156095808,0.0,1.4092167464099075,1646627387.589791
-1.6516754739395618,0.0,1.4092167464099075,1646627387.595793
-1.683938458509735,0.0,1.4092167464099075,1646627387.6037943
-1.7041028238660931,0.0,1.4092167464099075,1646627387.6087952
-1.7322762155768647,0.0,1.4092167464099075,1646627387.6157823
-1.7726280187457695,0.0,1.4092167464099075,1646627387.6257896
-1.8009062524729944,0.0,1.4092167464099075,1646627387.6327906
-1.8252370198830112,0.0,1.4092167464099075,1646627387.6387844
-1.849757841745801,0.0,1.4092167464099075,1646627387.6447861
-1.870309621130017,0.0,1.4092167464099075,1646627387.6497874
-1.8951066203869313,0.0,1.4092167464099075,1646627387.6557891
-1.9200093373081133,0.0,1.4092167464099075,1646627387.6617906
-1.9446584072939936,0.0,1.4092167464099075,1646627387.6677227
-1.969599727416357,0.0,1.4092167464099075,1646627387.6737251
-1.9933641215653581,0.0,1.4092167464099075,1646627387.6794443
-2.0183064323661504,0.0,1.4092167464099075,1646627387.685447
-2.043241808417941,0.0,1.4092167464099075,1646627387.691448
-2.0681791658265896,0.0,1.4092167464099075,1646627387.6974494
-2.093116523235238,0.0,1.4092167464099075,1646627387.703451
-2.1180518992870287,0.0,1.4092167464099075,1646627387.709452
-2.1429922287309635,0.0,1.4092167464099075,1646627387.715454
-2.172083500791386,0.0,1.4092167464099075,1646627387.7224553
-2.21364543291299,0.0,1.4092167464099075,1646627387.7324576
-2.2427396770086987,0.0,1.4092167464099075,1646627387.7394595
-2.267341194429999,0.0,1.4092167464099075,1646627387.7453802
-2.2923196952938483,0.0,1.4092167464099075,1646627387.7513826
-2.326056104691333,0.0,1.4092167464099075,1646627387.759443
-2.351370269429248,0.0,1.4092167464099075,1646627387.7654448
-2.376866544986822,0.0,1.4092167464099075,1646627387.7714462
-2.4025601076398315,0.0,1.4092167464099075,1646627387.7774477
-2.4284501755312244,0.0,1.4092167464099075,1646627387.7834501
-2.45421147363001,0.0,1.4092167464099075,1646627387.7893853
-2.4760275771398668,0.0,1.4092167464099075,1646627387.794387
-2.5017326358635,0.0,1.4092167464099075,1646627387.8002524
-2.5277571998936175,0.0,1.4092167464099075,1646627387.806158
-2.5543198332499233,0.0,1.4092167464099075,1646627387.8121603
-2.5809394715656637,0.0,1.4092167464099075,1646627387.8181603
-2.603198536624442,0.0,1.4092167464099075,1646627387.8231616
-2.6313089596265264,0.0,1.4092167464099075,1646627387.8294442
-2.658336559204123,0.0,1.4092167464099075,1646627387.8354468
-2.6854763055612056,0.0,1.4092167464099075,1646627387.8414478
-2.7171889984710296,0.0,1.4092167464099075,1646627387.8484504
-2.74436359433615,0.0,1.4092167464099075,1646627387.854451
-2.7760741277898497,0.0,1.4092167464099075,1646627387.861453
-2.8078249211419752,0.0,1.4092167464099075,1646627387.868455
-2.8488617699642047,0.0,1.4092167464099075,1646627387.8774567
-2.8949468699147416,0.0,1.4092167464099075,1646627387.8874588
-2.9323052133907552,0.0,1.4092167464099075,1646627387.8954608
-2.9701405758737613,0.0,1.4092167464099075,1646627387.9034624
-3.0180372882762554,0.0,1.4092167464099075,1646627387.913465
-3.0567703857124617,0.0,1.4092167464099075,1646627387.9214668
-3.0909265180666057,0.0,1.4092167464099075,1646627387.9284682
-3.1203381935195402,0.0,1.4092167464099075,1646627387.9344695
-3.154738048286027,0.0,1.4092167464099075,1646627387.9414709
-3.1893096834915293,0.0,1.4092167464099075,1646627387.9484727
-3.224203198951584,0.0,1.4092167464099075,1646627387.9554741
-3.2696972410298195,0.0,1.4092167464099075,1646627387.964476
-3.310722920461239,0.0,1.4092167464099075,1646627387.9724782
-3.3469956634992046,0.0,1.4092167464099075,1646627387.9794796
-3.3783221729710844,0.0,1.4092167464099075,1646627387.9854803
-3.420410982573319,0.0,1.4092167464099075,1646627387.9934828
-3.4628318087054164,0.0,1.4092167464099075,1646627388.0014849
-3.5056724392300667,0.0,1.4092167464099075,1646627388.0094857
-3.5437289051434466,0.0,1.4092167464099075,1646627388.0164876
-3.5824558180311645,0.0,1.4092167464099075,1646627388.0234897
-3.6218526302576355,0.0,1.4092167464099075,1646627388.030491
-3.6853970223948975,0.0,1.3913807229226691,1646627388.0414937
-3.7389667195787375,0.0,1.3605228551252315,1646627388.050495
-3.7813185948078245,0.0,1.334008259849159,1646627388.0574965
-3.8298053827505285,0.0,1.3004355216682575,1646627388.065499
-3.8958106770919825,0.0,1.2470436614585019,1646627388.0765018
-3.9431154051233817,0.0,1.2018250542151243,1646627388.0845027
-4.002000019589149,0.0,1.1365933027946524,1646627388.0945053
-4.055829142988351,0.0,1.069745062468336,1646627388.1035078
-4.105112150440019,0.0,1.0046058037091494,1646627388.1115093
-4.181222326761756,0.0,0.8994945073596136,1646627388.1235125
-4.238796940038559,0.0,0.8168585017422618,1646627388.1325142
-4.289345359064673,0.0,0.7424848554113523,1646627388.1405163
-4.351408826296378,0.0,0.65042242562969,1646627388.150519
-4.400427220938484,0.0,0.5786616661776851,1646627388.1585202
-4.44966447216104,0.0,0.5096112059201203,1646627388.1665218
-4.493992457737884,0.0,0.45216820389916623,1646627388.1735227
-4.540489366043392,0.0,0.3980779731462012,1646627388.1805253
-4.589128654252027,0.0,0.34752833172093883,1646627388.187526
-4.713205202604722,0.0,0.23903215129090816,1646627388.2045302
-4.781979569970069,0.0,0.1898169412116591,1646627388.2135324
-4.837231690878995,0.0,0.1556363801098912,1646627388.220534
-4.894291856572723,0.0,0.12518405336502228,1646627388.2275357
-4.944593718994098,0.0,0.10206058903038713,1646627388.2335372
-5.004621028778578,0.0,0.0783571182112954,1646627388.2405386
-5.065787081179515,0.0,0.06734856379514469,1646627388.2475402
-5.127715422142006,0.0,0.06734856379514469,1646627388.2545416
-5.189990777744404,0.0,0.06734856379514469,1646627388.2615435
-5.254547565354239,0.0,0.06734856379514469,1646627388.268794
-5.316888138888092,0.0,0.06734856379514469,1646627388.2757957
-5.379333484720529,0.0,0.06734856379514469,1646627388.282798
-5.442114074584148,0.0,0.06734856379514469,1646627388.2897997
-5.505397842440277,0.0,0.06734856379514469,1646627388.2967975
-5.5693298788160295,0.0,0.06734856379514469,1646627388.3037999
-5.633879262603121,0.0,0.06734856379514469,1646627388.310802
-5.698945165856794,0.0,0.06734856379514469,1646627388.3178039
-5.764282518295079,0.0,0.06734856379514469,1646627388.3248048
-5.829694874679793,0.0,0.06734856379514469,1646627388.3318064
-5.895107231064507,0.0,0.06734856379514469,1646627388.338808
-5.960461431844139,0.0,0.06734856379514469,1646627388.3458095
-6.025660437323835,0.0,0.06734856379514469,1646627388.352811
-6.090714606981466,0.0,0.06734856379514469,1646627388.359813
-6.155667160708219,0.0,0.06734856379514469,1646627388.3668141
-6.229655768732144,0.0,0.06734856379514469,1646627388.3748162
-6.3031924584877865,0.0,0.06734856379514469,1646627388.3828182
-6.376333354276319,0.0,0.06734856379514469,1646627388.3908195
-6.4493504106135555,0.0,0.06734856379514469,1646627388.3988216
-6.522365291428451,0.0,0.06734856379514469,1646627388.4068234
-6.595382347765687,0.0,0.06734856379514469,1646627388.4148254
-6.677613411057054,0.0,0.06734856379514469,1646627388.4238272
-6.769196916756033,0.0,0.06734856379514469,1646627388.433829
-6.861045770041211,0.0,0.06734856379514469,1646627388.4438322
-6.934856425428204,0.0,0.06734856379514469,1646627388.4518332
-7.009168910256102,0.0,0.06734856379514469,1646627388.4598372
-7.093232384248941,0.0,0.06734856379514469,1646627388.4688373
-7.1777554500213965,0.0,0.06734856379514469,1646627388.4778397
-7.262728068223246,0.0,0.06734856379514469,1646627388.4868414
-7.4822529489086165,0.0,0.06734856379514469,1646627388.5098464
-7.559406959982736,0.0,0.06734856379514469,1646627388.5178483
-7.636580036382444,0.0,0.06734856379514469,1646627388.5258224
-7.704438840284977,0.0,0.06734856379514469,1646627388.5328257
-7.772274542531658,0.0,0.06734856379514469,1646627388.5398266
-7.836677338718586,0.0,0.06734856379514469,1646627388.5464733
-7.9045315222899495,0.0,0.06734856379514469,1646627388.553476
-7.972381085530142,0.0,0.06734856379514469,1646627388.5604784
-8.040219097942407,0.0,0.06734856379514469,1646627388.5674796
-8.117750565150581,0.0,0.06734856379514469,1646627388.5754812
-8.195286652689926,0.0,0.06734856379514469,1646627388.5834832
-8.272820430063687,0.0,0.06734856379514469,1646627388.591485
-8.379427641328418,0.0,0.06734856379514469,1646627388.6024873
-8.456966039033349,0.0,0.06734856379514469,1646627388.6104896
-8.524804051445614,0.0,0.06734856379514469,1646627388.6174908
-8.59264668418905,0.0,0.06734856379514469,1646627388.6244924
-8.660484696601316,0.0,0.06734856379514469,1646627388.6314936
-8.728329639510337,0.0,0.06734856379514469,1646627388.6384954
-8.805858796552926,0.0,0.06734856379514469,1646627388.6464968
-8.873703739461947,0.0,0.06734856379514469,1646627388.6534986
-8.95129892878469,0.0,0.06734856379514469,1646627388.6615002
-9.019372975796639,0.0,0.06734856379514469,1646627388.6685023
-9.087691920465867,0.0,0.06734856379514469,1646627388.675504
-9.156252190697426,0.0,0.06734856379514469,1646627388.6825051
-9.224972771183058,0.0,0.06734856379514469,1646627388.6895068
-9.296259126919034,0.0,0.06734856379514469,1646627388.6967652
-9.375586388764502,0.0,0.06734856379514469,1646627388.7048423
-9.454180743326255,0.0,0.06734856379514469,1646627388.7128448
-9.542656362165436,0.0,0.06734856379514469,1646627388.7218468
-9.621475895566398,0.0,0.06734856379514469,1646627388.729849
-9.710339859767863,0.0,0.06734856379514469,1646627388.7388508
-9.799114114215906,0.0,0.06734856379514469,1646627388.7478359
-9.904401331665614,0.0,0.06734856379514469,1646627388.7584922
-9.983472748081722,0.0,0.06734856379514469,1646627388.7664952
-10.072416607855887,0.0,0.06734856379514469,1646627388.7754974
-10.15154388944254,0.0,0.06734856379514469,1646627388.783499
-10.23086520174742,0.0,0.06734856379514469,1646627388.7915003
-10.330272437723856,0.0,0.06734856379514469,1646627388.801503
-10.539207028866514,0.0,0.06734856379514469,1646627388.8225079
-10.67849438476011,0.0,0.06734856379514469,1646627388.836511
-10.768029311196813,0.0,0.06734856379514469,1646627388.8455122
-10.847629878179063,0.0,0.06734856379514469,1646627388.8535147
-10.927220959021945,0.0,0.06734856379514469,1646627388.8615162
-11.006863841945583,0.0,0.06734856379514469,1646627388.8695178
-11.086617462157914,0.0,0.06734856379514469,1646627388.87752
-11.1604381996587,0.0,0.06734856379514469,1646627388.8849223
-11.230266763414395,0.0,0.06734856379514469,1646627388.8919241
-11.310076950387415,0.0,0.06734856379514469,1646627388.899927
-11.399811695556986,0.0,0.06734856379514469,1646627388.9089248
-11.549445690867303,0.0,0.06734856379514469,1646627388.923929
-11.70904942084895,0.0,0.06734856379514469,1646627388.9399328
-11.798824587074904,0.0,0.06734856379514469,1646627388.9489348
-11.898576621099783,0.0,0.08261304217252426,1646627388.9589372
-12.008300767505192,0.0,0.11666601284449614,1646627388.9699395
-12.0923432768524,0.0,0.1433832057808473,1646627388.9783666
-12.172162974662216,0.0,0.16925252516525174,1646627388.9863703
-12.291973681320439,0.0,0.20898461308483313,1646627388.9983718
-12.387701780785479,0.0,0.24156953355429892,1646627389.0079358
-12.468055514640616,0.0,0.2695645847570855,1646627389.015939
-12.548577631274576,0.0,0.29826711780664966,1646627389.023941
-12.791117742884369,0.0,0.3898904174210742,1646627389.047946
-13.036054729963618,0.0,0.4918921699926663,1646627389.0719514
-13.139081722877442,0.0,0.5380387551857215,1646627389.0819535
-13.242773228117194,0.0,0.5866214056886838,1646627389.091956
-13.336698262131293,0.0,0.6326207405334311,1646627389.1009579
-13.441774276506555,0.0,0.686853782434434,1646627389.1109602
-13.56903763634687,0.0,0.7579880880831946,1646627389.122963
-13.66537142392662,0.0,0.8170257249226128,1646627389.131965
